Customer ID,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn,Age,Under 30,Married,Number of Dependents,Location ID,Population,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Tenure Bins,Satisfaction Score Label
1699-UOTXU,37.818589,-120.256995,Male,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No,0,24,Yes,No,0,QCMCMB6975,167,No,0,Offer B,30.92,26,Yes,No,No,Yes,0.0,0,1855.2,5493.45,3,"(48, 60]",3
0635-WKOLD,37.553469,-120.952825,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No,0,33,No,Yes,0,MKCYKP1125,32881,No,0,Offer B,23.74,22,No,Yes,No,Yes,0.0,0,949.6,3871.35,5,"(24, 48]",5
5993-JSUWV,38.085839,-120.37855,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,0,25,Yes,No,0,ARYKJK8637,2144,No,0,No Offer,21.37,30,Yes,No,No,Yes,0.0,0,1410.42,5427.87,3,"(60, 72]",3
4518-FZBSX,37.722127,-120.110174,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Mailed check,20.25,854.9,No,0,57,No,Yes,2,OMNEXA9957,2271,Yes,4,Offer B,9.33,0,No,No,No,No,0.0,0,391.86,1246.76,4,"(24, 48]",4
5387-ASZNZ,37.420273,-120.66527,Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,0,72,No,No,0,WXECLM7855,55,No,0,Offer A,36.48,5,No,Yes,No,Yes,0.0,0,2407.68,6582.03,3,"(60, 72]",3
6988-CJEYV,37.435664,-121.049056,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,0,56,No,No,0,TDNLMF1369,1508,No,0,Offer B,45.46,27,No,No,Yes,Yes,0.0,0,2227.54,7148.09,3,"(48, 60]",3
3097-FQTVJ,37.524721,-120.757977,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,20.0,810.3,No,0,23,Yes,No,0,UDJQCQ2368,5513,No,0,Offer B,10.09,0,No,No,No,No,0.0,0,413.69,1223.99,4,"(24, 48]",4
5465-BUBFA,37.127386,-120.506422,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),19.3,772.4,No,0,34,No,Yes,1,OQJJCM2288,808,Yes,1,Offer B,21.28,0,No,No,No,No,0.0,0,872.48,1644.88,3,"(24, 48]",3
7299-GNVPL,37.654551,-119.822984,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No,0,19,Yes,Yes,2,WFGKAH1782,579,Yes,5,No Offer,27.24,82,No,Yes,No,Yes,0.0,0,626.52,2563.37,3,"(12, 24]",3
9743-DQKQW,37.818543,-121.006907,Male,No,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,No,0,28,Yes,No,0,TCKDPI6816,11474,No,0,Offer E,0.0,69,No,No,No,Yes,0.0,0,0.0,79.8,5,"(0, 12]",5
1215-VFYVK,37.902968,-119.667544,Female,No,No,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,0,19,Yes,No,0,WYJTNW6115,3680,No,0,Offer E,0.0,30,Yes,Yes,Yes,No,0.0,10,0.0,212.25,3,"(0, 12]",3
9371-BITHB,37.147198,-121.120161,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.85,1070.5,No,0,27,Yes,Yes,1,RLHXER1368,7872,Yes,1,Offer B,3.41,0,No,No,No,No,0.0,0,177.32,1247.82,4,"(48, 60]",4
9093-FPDLG,37.394536,-120.890747,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,No,0,54,No,No,0,STOYWE9493,7177,No,0,No Offer,9.52,4,Yes,Yes,Yes,Yes,0.0,0,104.72,1104.62,3,"(0, 12]",3
0541-FITGH,37.479926,-120.230424,Female,No,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,0,59,No,Yes,0,JLHNEA6297,128,Yes,6,Offer E,48.39,24,No,No,Yes,Yes,0.0,0,96.78,209.88,3,"(0, 12]",3
6985-HAYWX,37.5923,-120.853288,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,0,50,No,Yes,0,HUOQGS1189,6822,Yes,5,No Offer,37.6,10,No,No,No,Yes,0.0,0,977.6,2993.4,3,"(24, 48]",3
7508-KBIMB,37.84771,-120.486589,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No,0,33,No,Yes,3,ZGNWYP2932,9559,Yes,7,No Offer,2.31,53,Yes,No,No,Yes,0.0,0,55.44,1509.69,4,"(12, 24]",4
6838-HVLXG,37.555631,-120.911653,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,20.3,246.7,No,0,26,Yes,No,0,JRMOPV4317,2130,No,0,No Offer,32.32,0,No,No,No,No,0.0,0,387.84,634.54,3,"(0, 12]",3
2277-DJJDL,37.666587,-120.411517,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,0,69,No,Yes,0,ZPIUSW6151,1749,Yes,5,Offer B,10.4,5,No,Yes,No,No,0.0,150,624.0,6791.9,3,"(48, 60]",3
1897-OKVMW,37.80821,-121.308401,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,0,44,No,Yes,1,JDFVUB6616,10834,Yes,3,No Offer,37.0,19,Yes,Yes,Yes,Yes,0.0,0,2368.0,8185.45,4,"(60, 72]",4
5485-ITNPC,37.249377,-120.249581,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,No,0,42,No,Yes,0,FWDJWL3996,3256,Yes,2,No Offer,7.61,10,Yes,Yes,Yes,Yes,0.0,0,502.26,6097.56,3,"(60, 72]",3
0233-FTHAV,37.361987,-120.748394,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765,No,0,24,Yes,No,0,UXKJGE1774,12672,No,0,No Offer,15.29,48,Yes,No,No,Yes,0.0,0,917.4,5682.4,3,"(48, 60]",3
4644-PIZRT,38.109125,-120.078597,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,No,0,36,No,Yes,3,LLKYUL9673,683,Yes,5,No Offer,33.24,76,Yes,No,No,Yes,0.0,0,565.08,1766.73,3,"(12, 24]",3
8922-NPKBJ,37.830267,-121.201018,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,19.35,867.3,No,0,63,No,Yes,2,YBHMWQ3837,36738,Yes,10,No Offer,34.33,0,No,No,No,No,0.0,0,1441.86,2309.16,4,"(24, 48]",4
2740-TVLFN,37.750822,-121.238423,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,No,0,42,No,No,0,FKRTZH7119,19867,No,0,Offer E,39.87,2,No,No,No,Yes,0.0,0,39.87,90.02,3,"(0, 12]",3
7771-CFQRQ,37.526791,-119.99437,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,No,0,32,No,Yes,3,UZBTWQ4189,10226,No,0,No Offer,30.06,57,No,Yes,Yes,No,0.0,80,1412.82,4500.07,3,"(24, 48]",3
9512-PHSMG,37.255637,-120.493537,Female,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,20.55,252.75,No,0,27,Yes,Yes,0,ALCHRU7711,59289,Yes,2,No Offer,10.42,0,No,No,No,No,0.0,0,104.2,356.95,3,"(0, 12]",3
6963-EZQEE,37.581496,-119.972762,Male,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,0,69,No,Yes,0,ZVCWRZ3739,433,Yes,4,No Offer,40.94,8,Yes,Yes,No,Yes,0.0,0,2865.8,9172.3,3,"(60, 72]",3
2452-KDRRH,38.121601,-120.133915,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,0,76,No,No,0,TBWQDX1261,1278,No,0,No Offer,38.85,19,Yes,No,No,Yes,0.0,0,2602.95,9444.0,4,"(60, 72]",4
4146-SVFUD,37.621458,-121.012295,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,No,0,45,No,No,0,MAOZTJ2737,47536,No,0,No Offer,45.28,2,No,No,No,Yes,0.0,0,45.28,89.88,4,"(0, 12]",4
1564-HJUVY,37.639029,-120.964772,Male,No,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,0,53,No,No,0,CQOJIJ8678,27135,No,0,No Offer,3.03,11,No,Yes,No,Yes,0.0,0,12.12,238.32,5,"(0, 12]",5
3617-XLSGQ,37.672906,-120.946594,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,0,61,No,Yes,2,TTMABK3157,47613,Yes,2,No Offer,20.11,25,Yes,No,Yes,No,0.0,80,1327.26,8489.76,3,"(60, 72]",3
7517-LDMPS,37.716186,-121.025836,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,No,0,31,No,No,0,BPDKMF4798,26055,No,0,No Offer,2.57,25,No,No,Yes,Yes,0.0,0,30.84,1048.19,5,"(0, 12]",5
7244-KXYZN,37.670526,-120.877572,Female,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,No,Credit card (automatic),20.45,527.35,No,0,25,Yes,No,0,MSHIFB3863,13343,No,0,No Offer,5.98,0,No,No,No,No,0.0,0,143.52,670.87,4,"(12, 24]",4
5226-NOZFC,37.612612,-121.108568,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,0,48,No,No,0,CZYYEX5559,30668,No,0,No Offer,40.35,13,No,No,No,Yes,0.0,0,1049.1,3195.6,3,"(24, 48]",3
1400-WIVLL,37.785033,-120.776141,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,0,31,No,Yes,0,CJWNNU6499,25384,Yes,2,No Offer,16.78,29,Yes,Yes,Yes,Yes,0.0,0,956.46,6926.31,3,"(48, 60]",3
8148-NLEGT,38.224869,-119.755729,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Electronic check,22.95,1014.25,No,0,47,No,Yes,3,QEQEGL3596,235,Yes,1,No Offer,13.95,0,No,No,No,No,0.0,0,585.9,1600.15,5,"(24, 48]",5
8347-GDTMP,37.750778,-121.13238,Female,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,Two year,No,Credit card (automatic),19.45,1225.65,No,0,25,Yes,Yes,0,EZTLFO6249,12646,Yes,4,No Offer,14.78,0,No,No,No,No,0.0,0,945.92,2171.57,3,"(60, 72]",3
6746-WAUWT,37.713152,-121.08739,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),19.7,386.5,No,0,62,No,No,0,QRSOZY6733,12466,No,0,No Offer,26.54,0,No,No,No,No,0.0,0,504.26,890.76,4,"(12, 24]",4
0428-IKYCP,37.982716,-120.343732,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,No,0,56,No,Yes,0,TXLWKR8311,25340,Yes,9,No Offer,48.68,18,Yes,No,No,Yes,0.0,0,1070.96,2921.61,4,"(12, 24]",4
2187-PKZAY,37.316807,-120.855753,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,0,23,Yes,No,0,LENQEJ3516,1960,No,0,No Offer,40.06,41,No,No,Yes,Yes,0.0,0,480.72,1524.12,5,"(0, 12]",5
4003-OCTMP,37.680968,-121.446049,Female,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,0,55,No,Yes,0,YRGASE9751,69801,Yes,9,No Offer,28.8,15,No,Yes,Yes,Yes,0.0,0,892.8,2803.55,4,"(24, 48]",4
6652-YFFJO,37.939768,-120.188002,Female,No,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,0,42,No,No,0,PYVHHC1822,3979,No,0,Offer D,13.56,17,No,No,Yes,Yes,0.0,0,149.16,865.26,5,"(0, 12]",5
7225-IILWY,37.474396,-120.875917,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,25.75,1686.15,No,0,36,No,Yes,1,JYBMIY9186,40545,Yes,10,No Offer,26.83,0,No,No,No,No,0.0,0,1824.44,3510.59,4,"(60, 72]",4
5248-RPYWW,37.529656,-120.854357,Female,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,0,78,No,Yes,1,TQOIDA3926,24708,Yes,2,No Offer,9.88,16,Yes,Yes,No,Yes,0.0,0,711.36,7427.81,3,"(60, 72]",3
7923-IYJWY,38.107441,-120.230625,Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,0,68,No,No,0,TUTSQE3712,4848,No,0,No Offer,44.56,29,Yes,Yes,No,No,0.0,40,2985.52,10865.37,3,"(60, 72]",3
3170-GWYKC,37.609095,-121.263381,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,0,30,No,No,0,OZTMYA8433,274,No,0,No Offer,22.88,48,Yes,Yes,Yes,Yes,0.0,0,1372.8,7609.55,4,"(48, 60]",4
9830-ECLEN,37.421299,-120.599587,Male,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,No,0,21,Yes,Yes,3,WZBOHQ7813,11463,Yes,9,No Offer,0.0,52,Yes,No,No,Yes,0.0,0,0.0,2919.85,4,"(48, 60]",4
2668-TZSPS,38.488431,-122.752839,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,20.45,20.45,No,0,32,No,No,0,SFHLMS8414,40270,No,0,No Offer,39.61,0,No,No,No,No,0.0,0,39.61,60.06,5,"(0, 12]",5
7446-SFAOA,38.394091,-122.739814,Female,No,Yes,No,Yes,No,No,No,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),19.85,717.5,No,0,54,No,Yes,0,PGVDDA1575,30876,Yes,8,No Offer,15.51,0,No,No,No,No,0.0,0,573.87,1291.37,4,"(24, 48]",4
9522-ZSINC,38.468893,-122.580539,Male,No,No,No,Yes,No,No,No,No,No,No internet service,No,No,One year,Yes,Electronic check,19.95,253.8,No,0,34,No,No,0,WELVYA5288,25718,No,0,Offer D,7.33,0,No,No,No,No,0.0,0,95.29,349.09,3,"(12, 24]",3
8234-GSZYK,39.225694,-123.717354,Male,No,No,No,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),26.45,1110.05,No,0,39,No,No,0,VUUPZO6638,1054,No,0,No Offer,28.9,0,No,No,No,No,0.0,0,1242.7,2352.75,4,"(24, 48]",4
6505-OZNPG,38.731055,-123.316553,Female,No,No,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,No,0,21,Yes,No,0,YFGZCM6316,747,No,0,No Offer,0.0,52,Yes,Yes,Yes,No,0.0,10,0.0,358.8,4,"(0, 12]",4
6164-HAQTX,39.025867,-123.381544,Male,No,No,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,No,0,46,No,No,0,YHATPX8668,1374,No,0,No Offer,0.0,20,Yes,Yes,No,Yes,0.0,0,0.0,3888.65,3,"(60, 72]",3
7765-LWVVH,39.361283,-123.784599,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,No,0,39,No,Yes,2,DUBWCI1831,333,Yes,8,No Offer,18.74,19,No,No,No,Yes,0.0,0,1349.28,8192.43,3,"(60, 72]",3
1658-TJVOA,38.578807,-123.19338,Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,0,65,No,No,0,XAVXYQ2679,1575,No,0,No Offer,12.67,20,No,No,No,Yes,0.0,0,76.02,526.92,3,"(0, 12]",3
0953-LGOVU,38.965804,-122.631779,Male,No,Yes,Yes,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No,0,19,Yes,Yes,3,GFQLZF1172,13485,Yes,7,Offer D,0.0,73,No,Yes,No,Yes,0.0,0,0.0,432.25,4,"(0, 12]",4
4692-NNQRU,38.801936,-122.938935,Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,No,0,49,No,Yes,0,ZYJTJM3561,9210,Yes,7,Offer D,14.51,20,Yes,Yes,No,Yes,0.0,0,304.71,2047.16,3,"(12, 24]",3
7742-MYPGI,38.838088,-122.73203,Female,No,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No,0,39,No,Yes,2,EDLCOV3175,1591,Yes,3,No Offer,49.45,10,No,Yes,No,Yes,0.0,0,296.7,594.05,4,"(0, 12]",4
9619-GSATL,39.756049,-123.358701,Female,No,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25,No,0,38,No,No,0,HURMFT2964,91,No,0,No Offer,1.6,19,No,Yes,No,No,0.0,130,68.8,2643.05,4,"(24, 48]",4
5622-UEJFI,38.445603,-123.063756,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),25.4,949.8,No,0,53,No,Yes,1,OIPIPT9157,187,Yes,9,No Offer,32.75,0,No,No,No,No,0.0,0,1146.25,2096.05,3,"(24, 48]",3
0674-DGMAQ,39.108252,-123.645121,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,No,0,78,No,Yes,0,LDOAGO8151,383,Yes,9,Offer C,43.54,3,Yes,No,No,Yes,0.0,0,1393.28,4364.08,5,"(24, 48]",5
6203-HBZPA,38.499302,-122.92444,Male,No,No,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No,0,57,No,No,0,RSEOXI4674,6216,No,0,No Offer,0.0,18,Yes,Yes,Yes,Yes,0.0,0,0.0,3334.95,4,"(48, 60]",4
0484-FFVBJ,39.455555,-123.683979,Male,No,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,0,43,No,No,0,LNQKDB1794,14417,No,0,No Offer,15.52,12,No,No,Yes,Yes,0.0,0,496.64,2507.59,5,"(24, 48]",5
0301-FIDRB,38.493888,-122.777141,Female,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,0,61,No,Yes,3,CVQEYQ3875,476,Yes,8,No Offer,0.0,22,Yes,Yes,Yes,Yes,0.0,0,0.0,4684.3,4,"(60, 72]",4
4139-JPIAM,38.731771,-123.064272,Male,No,No,No,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,No,0,31,No,No,0,VXOVTI9748,2349,No,0,No Offer,0.0,2,No,Yes,Yes,Yes,0.0,0,0.0,2181.55,4,"(48, 60]",4
2181-TIDSV,38.368744,-122.522642,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),19.95,1303.25,No,0,47,No,Yes,3,NSMRED1829,4101,Yes,4,Offer A,19.75,0,No,No,No,No,0.0,0,1343.0,2646.25,3,"(60, 72]",3
2761-XECQW,39.045246,-122.743181,Male,Yes,Yes,No,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,No,0,67,No,Yes,0,YOOVXM3289,175,Yes,1,No Offer,0.0,27,Yes,No,No,Yes,0.0,0,0.0,371.4,3,"(0, 12]",3
1936-CZAKF,38.434362,-122.86891,Male,No,Yes,No,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,No,0,22,Yes,Yes,0,PILZWO8694,390,Yes,8,No Offer,0.0,27,No,No,Yes,Yes,0.0,0,0.0,2409.9,4,"(48, 60]",4
9453-PATOS,38.848082,-123.50608,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,No,0,24,Yes,Yes,0,JLOQAS7254,1916,Yes,7,Offer A,20.54,41,Yes,Yes,Yes,Yes,0.0,0,1478.88,7634.28,4,"(60, 72]",4
4402-FTBXC,38.93706,-123.118111,Male,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667,No,0,55,No,No,0,KDHFNP9725,1373,No,0,No Offer,27.17,24,Yes,No,No,Yes,0.0,0,1467.18,6134.18,3,"(48, 60]",3
2931-XIQBR,38.93496,-122.792243,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05,5153.5,No,0,41,No,Yes,3,QGBSVY4241,9902,Yes,7,No Offer,47.48,27,Yes,Yes,Yes,Yes,0.0,0,2374.0,7527.5,4,"(48, 60]",4
0106-UGRDO,38.419525,-122.521585,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,No,0,55,No,Yes,0,ARXRBL3568,1653,Yes,3,Offer A,38.52,27,Yes,Yes,Yes,Yes,0.0,0,2657.88,10840.73,3,"(60, 72]",3
5542-TBBWB,39.080469,-122.955176,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,No,0,46,No,No,0,HJGQWE8719,11180,No,0,No Offer,9.36,14,No,No,No,No,0.0,10,9.36,89.26,4,"(0, 12]",4
1930-QPBVZ,39.806141,-123.531098,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,No,0,31,No,Yes,2,CVURMP9647,2706,Yes,3,Offer A,9.29,18,No,Yes,Yes,Yes,0.0,0,631.72,7315.12,3,"(60, 72]",3
2606-PKWJB,39.245911,-123.77214,Male,No,No,Yes,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,No,0,62,No,No,3,PARMKI4512,882,No,0,No Offer,0.0,57,No,Yes,No,Yes,0.0,0,0.0,1564.05,4,"(24, 48]",4
5322-ZSMZY,38.925545,-122.549083,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,25.75,755.6,No,0,26,Yes,Yes,3,CIXIIM7495,2644,Yes,7,No Offer,7.03,0,No,No,No,No,0.0,0,217.93,973.53,4,"(24, 48]",4
8059-UDZFY,39.141934,-122.770679,Female,Yes,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,0,73,No,No,2,QDYEDD2433,3002,No,0,Offer C,12.75,19,Yes,No,No,Yes,0.0,0,420.75,3885.8,5,"(24, 48]",5
7740-BTPUX,38.966713,-123.586412,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,No,0,72,No,Yes,0,CNQAGB9339,586,Yes,7,Offer B,12.91,21,Yes,Yes,No,Yes,0.0,0,710.05,7002.75,5,"(48, 60]",5
5220-AGAAX,39.305545,-123.743697,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,0,60,No,Yes,1,VPNYCY4453,2229,Yes,8,Offer A,2.71,0,No,No,No,No,0.0,0,184.28,1848.58,4,"(60, 72]",4
0208-BPQEJ,38.787446,-122.58675,Female,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,0,48,No,Yes,1,IZWMYG2376,7789,No,0,Offer D,8.25,0,No,No,No,No,0.0,0,99.0,297.1,3,"(0, 12]",3
9435-JMLSX,38.471049,-123.015549,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,0,39,No,Yes,0,EUUFTF7291,1537,Yes,7,Offer A,5.51,6,Yes,Yes,Yes,Yes,0.0,0,391.21,6437.11,4,"(60, 72]",4
3352-ALMCK,39.182916,-123.552571,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No,0,42,No,No,0,KGWAHN9332,148,No,0,No Offer,32.78,29,Yes,No,Yes,Yes,0.0,0,1311.2,5419.35,4,"(24, 48]",4
5312-IRCFR,39.12334,-122.838198,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No,0,21,Yes,Yes,3,GEBAGS8649,2223,Yes,8,No Offer,37.47,69,Yes,No,Yes,Yes,0.0,0,2398.08,8378.83,4,"(60, 72]",4
